population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,207,Ghana,2,Female,21,80+ years,297,Tuberculosis,2,Percent,1990,0.05959164325754494,0.11158656178195032,0.03180591714579891
1,All Population,1,Deaths,207,Ghana,3,Both,21,80+ years,297,Tuberculosis,2,Percent,1990,0.07046049024715871,0.10440483767540495,0.04727987602373967
1,All Population,1,Deaths,207,Ghana,1,Male,21,80+ years,297,Tuberculosis,3,Rate,1990,1546.4064707170576,2305.9248139527567,982.283967142564
1,All Population,1,Deaths,207,Ghana,2,Female,21,80+ years,297,Tuberculosis,3,Rate,1990,769.0749671039023,1479.2827621284102,391.4757908830815
1,All Population,1,Deaths,207,Ghana,3,Both,21,80+ years,297,Tuberculosis,3,Rate,1990,1031.4996997242386,1552.9410055685132,699.4181622894404
1,All Population,1,Deaths,207,Ghana,1,Male,22,All ages,297,Tuberculosis,1,Number,1990,6233.472207733326,9352.018523108156,4202.959324102672
1,All Population,1,Deaths,207,Ghana,2,Female,22,All ages,297,Tuberculosis,1,Number,1990,3763.063851726667,6232.026389092272,2211.57527975106
1,All Population,1,Deaths,207,Ghana,3,Both,22,All ages,297,Tuberculosis,1,Number,1990,9996.536059459995,14164.379252822657,7256.188846609139
1,All Population,1,Deaths,207,Ghana,1,Male,22,All ages,297,Tuberculosis,2,Percent,1990,0.06854830981467092,0.10037299896441287,0.046349263807370235
1,All Population,1,Deaths,207,Ghana,2,Female,22,All ages,297,Tuberculosis,2,Percent,1990,0.047774630330564206,0.07842193567362846,0.02822137337993965
1,All Population,1,Deaths,207,Ghana,3,Both,22,All ages,297,Tuberculosis,2,Percent,1990,0.05889797118931647,0.08236333048779174,0.042328932593954
1,All Population,1,Deaths,207,Ghana,1,Male,22,All ages,297,Tuberculosis,3,Rate,1990,83.91817654730501,125.9016348099248,56.58237830011015
